scenario,action,iterations,failures,min_ms,mean_ms,stdev_ms,q1_ms,median_ms,q3_ms,p80_ms,p95_ms,max_ms,total_wall_ms
worst,List_Partition,100,0,15.1397,19.2413,2.7656,17.1776,18.8894,20.3908,20.9744,25.1658,31.0337,51675.0
worst,List_PartitionByConditions,100,0,18.5929,22.1623,2.6683,20.6263,21.6666,22.9168,23.1155,28.3306,32.9585,51629.7
worst,List_Zip,100,0,14.7608,19.5810,4.0213,17.5278,18.5737,19.8651,20.7642,27.7572,38.2916,51434.9
worst,List_GroupBy,100,0,16.9768,20.3153,2.7918,18.6193,19.6225,21.1963,21.5169,24.4015,37.8096,51092.2
worst,List_ZipGroupBy,100,0,35.1964,42.7825,5.3462,38.7692,42.0760,45.5287,46.2842,50.9290,70.7601,53246.4
worst,List_Difference,100,0,25.5736,32.1051,4.5087,28.8236,31.2929,34.7197,35.2269,41.4340,48.8079,52159.6
worst,List_Intersect,100,0,25.3551,32.5861,6.2589,28.5435,31.2964,34.3289,34.8584,45.5274,58.1759,52352.6
worst,List_Union,100,0,27.1115,36.6305,6.6779,32.0112,34.5195,39.2816,41.0067,50.7689,59.1404,53384.8
worst,List_GroupByMultiple,100,0,19.4262,22.3627,2.3189,20.8891,21.8434,23.1812,23.7885,25.9527,33.9921,51423.9
worst,List_ZipGroupByMultiple,100,0,41.9606,52.8944,7.7385,47.8943,49.8829,56.3133,58.2783,69.7528,73.0189,54327.5
worst,List_Chunk,100,0,6.3631,7.3077,0.9397,6.6568,6.9451,7.6746,7.7840,9.7409,10.1964,49647.0
worst,List_DistinctBy,100,0,10.0911,14.0091,2.6959,12.4645,13.3697,15.0012,15.5213,18.0601,30.9812,50371.2
worst,List_Slice,100,0,5.0002,7.5451,5.3983,5.2404,5.4318,6.2651,6.6610,21.3159,29.1281,50601.6
worst,List_Shuffle,100,0,7.4670,10.4750,4.8260,8.0260,8.5826,10.0307,10.4943,22.3894,28.8587,50132.1
worst,List_UpdateAt,100,0,6.2596,7.8091,3.5572,6.5769,6.8818,7.5579,7.6656,10.4400,28.4944,49891.8
worst,List_Reverse,100,0,6.3783,9.2067,5.1555,6.8139,7.3429,8.2986,8.6934,24.9010,27.7742,50932.2
worst,List_Flatten,100,0,6.2205,17.7629,6.6049,13.1903,18.2955,23.6086,24.5617,26.9619,29.6154,50601.8
worst,List_Sample,100,0,3.9351,5.8262,4.1688,4.1755,4.3934,4.9641,5.3435,15.5147,25.0868,50293.9
worst,List_ReplaceWhere,100,0,17.8128,21.8651,2.5992,20.3436,21.2101,23.0197,23.5280,26.7784,30.7896,51158.1
worst,List_UpdateMultipleAt,100,0,6.5899,7.7034,2.2291,6.8772,7.1903,7.6607,7.8869,9.4792,22.2602,50271.6
worst,List_MinBy,100,0,10.3534,15.0506,2.7180,13.3450,14.2962,16.2407,16.8034,19.9642,27.0847,51618.1
worst,List_MaxBy,100,0,12.1272,16.5738,2.5942,14.6444,15.9916,18.0483,19.0795,21.4201,23.7585,53498.8
worst,List_Aggregate,100,0,11.8880,16.1522,2.3474,14.3277,16.1917,17.5850,17.9445,20.3041,21.9903,52793.4
worst,List_ZipMany,100,0,23.6937,28.9675,4.3632,26.1680,27.4691,30.4176,31.2834,38.6063,43.1330,54500.8
worst,List_ZipManyGroupBy,100,0,58.7596,75.8878,13.2322,65.9790,73.3499,81.7710,84.3060,104.3257,120.3222,58534.7
worst,List_ZipManyGroupByMultiple,100,0,74.2627,98.6041,15.1213,86.6662,94.5577,109.4052,114.0444,124.1919,134.0650,61216.7
