scenario,action,iterations,failures,min_ms,mean_ms,stdev_ms,q1_ms,median_ms,q3_ms,p80_ms,p95_ms,max_ms,total_wall_ms
normal,List_Flatten,100,0,0.0945,4.6335,4.2965,2.5764,3.5137,4.6401,5.0713,14.3114,23.3602,16461.9
normal,List_Sample,100,0,0.0614,2.7410,2.5315,1.6584,2.3365,3.1347,3.3557,4.5895,18.6010,16233.6
normal,List_ReplaceWhere,100,0,0.2302,11.3940,6.1804,6.8313,10.7627,14.2014,15.6615,21.9040,33.2161,16886.1
normal,List_UpdateMultipleAt,100,0,0.0934,3.7390,1.6282,2.5930,3.6544,4.7076,4.9914,6.2546,7.7345,16182.1
normal,List_MinBy,100,0,0.1472,6.7527,3.7302,3.8888,5.7973,9.6366,10.3155,13.3205,17.6463,16658.4
normal,List_MaxBy,100,0,0.1487,6.5448,3.7170,3.8466,5.7762,8.7827,9.8095,13.3491,18.0349,16570.3
normal,List_Aggregate,100,0,0.1470,6.4991,3.4174,4.3634,5.9832,8.6593,8.9003,12.5657,16.7036,16293.0
normal,List_ZipMany,100,0,0.2932,12.7394,5.8530,8.7296,11.9363,16.3850,17.9375,22.4481,26.5636,17049.5
normal,List_ZipManyGroupBy,100,0,0.7305,43.2835,21.6482,29.7396,43.6480,57.8456,59.3746,74.8546,116.5018,20376.6
normal,List_ZipManyGroupByMultiple,100,0,0.8653,49.6581,22.9237,36.6118,49.7400,63.7741,69.2814,83.8059,106.2472,21417.3
worst,List_Pop,100,0,6.0190,6.6839,0.5490,6.4440,6.5556,6.7610,6.8095,7.4133,9.7631,48829.3
worst,List_PopMultiple,100,0,7.0145,7.6013,1.2855,7.2808,7.4148,7.5770,7.6544,8.1534,19.9485,48441.7
worst,List_SplitAt,100,0,6.3149,9.2305,5.4605,6.6699,6.8822,7.9714,8.3534,22.9799,26.4837,48186.4
worst,List_PopByCondition,100,0,6.0969,7.1651,2.4556,6.3614,6.5041,6.7901,6.8505,12.5869,18.3719,49093.3
worst,List_PopMultipleByCondition,100,0,19.9756,25.8629,4.7433,23.0729,24.8959,26.6913,27.4068,35.8793,42.3993,50456.5
worst,List_PopByConditions,100,0,6.0894,6.7341,2.0079,6.3509,6.4841,6.6539,6.7288,7.1402,26.4369,49304.8
worst,List_PopMultipleByConditions,100,0,22.9483,27.1112,4.0795,24.0741,25.6783,28.7263,29.9689,36.2732,40.6747,50845.0
worst,List_Partition,100,0,19.2732,24.3280,4.9247,21.4256,23.4286,25.1192,25.2851,31.1635,46.5161,48558.8
worst,List_PartitionByConditions,100,0,22.8663,25.7224,3.9337,23.4291,23.9912,27.2658,28.0261,30.9322,48.1492,49428.6
worst,List_Zip,100,0,14.8507,18.7935,2.7048,17.8198,18.4570,18.8271,19.0429,24.9729,31.6202,48377.6
worst,List_GroupBy,100,0,20.9971,26.8137,4.2690,24.3776,26.0033,27.6088,29.1110,37.9408,43.2750,49465.0
worst,List_ZipGroupBy,100,0,50.4908,63.1648,7.7210,58.6390,61.0576,65.1042,68.5499,79.7149,94.6585,53468.1
worst,List_Difference,100,0,26.1145,33.9310,7.3183,28.0882,32.0637,36.3990,37.8924,49.1647,63.5114,50772.7
worst,List_Intersect,100,0,27.4059,34.4819,5.9818,30.4170,32.4041,36.3840,37.8949,46.5874,63.0083,50018.9
worst,List_Union,100,0,35.3196,46.5914,8.8138,39.8123,44.9026,51.1897,52.7315,62.4051,77.1348,51719.5
worst,List_GroupByMultiple,100,0,24.0608,29.2292,4.0994,26.4598,28.1870,30.6522,31.4762,36.7522,47.1793,49022.5
worst,List_ZipGroupByMultiple,100,0,53.3918,63.1809,6.5609,57.9590,60.7292,66.9857,69.8869,75.9802,79.3796,53160.8
worst,List_Chunk,100,0,6.3318,7.3027,1.5501,6.5175,6.6047,7.7499,8.2629,9.4434,18.0741,46782.7
worst,List_DistinctBy,100,0,9.4504,12.7452,1.9301,11.4309,12.4344,13.6178,13.9391,16.5520,19.2339,47431.6
worst,List_Slice,100,0,4.8055,6.6999,3.7443,5.0120,5.1113,5.6636,6.2067,15.6916,21.1228,46919.0
worst,List_Shuffle,100,0,7.2848,9.6026,4.0977,7.5784,7.7835,9.1830,9.4122,19.4722,25.7383,47216.6
worst,List_UpdateAt,100,0,6.0391,7.0477,2.4729,6.2111,6.4166,6.7940,6.9184,8.2551,22.0478,46981.8
worst,List_Reverse,100,0,6.3286,7.6326,2.6016,6.4775,6.6813,7.5606,7.8130,15.5729,18.2621,47001.7
worst,List_Flatten,100,0,6.0064,18.8910,6.0553,17.0640,20.8303,23.0581,23.5187,25.3203,27.1211,47971.3
worst,List_Sample,100,0,4.0201,5.9562,4.5746,4.1504,4.2862,5.0096,5.6337,18.4271,25.6311,46940.3
worst,List_ReplaceWhere,100,0,16.9541,20.6058,3.0617,18.9897,19.9460,21.0056,21.7706,24.5937,39.9292,48321.0
worst,List_UpdateMultipleAt,100,0,6.3924,7.2191,2.0646,6.6549,6.7660,7.0196,7.1815,8.1665,25.1832,47137.6
worst,List_MinBy,100,0,11.8490,14.3943,1.9750,13.2921,13.8441,15.0713,15.3593,17.9746,23.7326,48411.7
worst,List_MaxBy,100,0,11.4525,14.8983,3.8590,13.2823,14.2157,15.7140,16.0208,18.5743,47.3412,47959.9
worst,List_Aggregate,100,0,11.4176,15.1912,2.7035,13.5032,14.6354,16.0999,16.4047,19.9825,31.1167,47991.7
worst,List_ZipMany,100,0,21.6316,27.9576,6.8434,23.5079,25.6712,28.2895,31.2119,43.1405,55.6842,49295.8
worst,List_ZipManyGroupBy,100,0,68.7425,93.2002,15.0183,79.1595,93.6731,105.2979,106.7016,117.8854,126.7811,56268.2
worst,List_ZipManyGroupByMultiple,100,0,78.5153,108.1697,13.7417,99.7064,110.4684,116.4474,118.1460,127.2107,145.2794,57762.1
