scenario,action,iterations,failures,min_ms,mean_ms,stdev_ms,q1_ms,median_ms,q3_ms,p80_ms,p95_ms,max_ms,total_wall_ms
worst,List_UpdateAt,100,0,6.0212,6.7432,2.1249,6.1910,6.3892,6.6603,6.7161,7.5015,26.5642,47209.1
worst,List_Reverse,100,0,6.1114,8.4144,4.5131,6.3702,6.5584,7.0258,7.3475,17.1415,26.0703,47477.5
worst,List_Flatten,100,0,5.8953,15.9692,7.2042,6.8053,18.4529,22.2038,22.7962,25.1060,27.0812,47793.8
worst,List_Sample,100,0,3.7863,5.6638,4.3660,3.9452,4.1869,4.6708,4.9231,16.0213,25.0506,46707.6
worst,List_ReplaceWhere,100,0,18.0860,21.0196,2.0701,19.7392,20.5900,21.9737,22.3130,24.5533,30.9901,48803.6
worst,List_UpdateMultipleAt,100,0,6.4381,7.5033,2.7607,6.6564,6.8156,7.2131,7.3916,9.0164,28.2655,47281.7
worst,List_MinBy,100,0,10.8396,14.6137,1.8395,13.2517,14.3293,15.7169,16.3542,17.8543,20.1221,48618.9
worst,List_MaxBy,100,0,11.6612,14.5441,2.1890,13.0774,14.0887,15.3992,15.6487,19.1095,22.5698,48866.8
worst,List_Aggregate,100,0,12.5573,14.9776,1.8232,13.8544,14.6062,15.4679,15.8581,18.2313,23.7500,48711.8
worst,List_ZipMany,100,0,22.4285,29.0425,6.6616,24.9408,26.4437,29.3688,31.7606,41.6391,56.6341,49839.4
worst,List_ZipManyGroupBy,100,0,72.5066,98.4545,15.5878,83.4928,98.5100,109.9484,111.7991,124.3292,136.2882,57779.2
worst,List_ZipManyGroupByMultiple,100,0,82.9411,111.7700,12.7265,103.8276,113.9642,119.6303,120.6998,132.9684,140.0483,58760.3
